vehicle_ID	location	distance	speed
313	sxk3pr	22.22514117	52
314	sxk3pu	21.84742512	57
315	sxk3pw	21.81689225	48
316	sxk3px	21.46159016	58
317	sxk3py	21.07885313	49
318	sxk3pz	20.71095735	60
319	sxk3q9	23.99373363	32
320	sxk3qb	23.47628418	23
321	sxk3qc	23.17856282	22
322	sxk3qd	23.71821414	59
323	sxk3qe	23.45540217	30
324	sxk3qf	22.89330493	42
325	sxk3qg	22.62098203	45
326	sxk3qq	23.61327152	44
327	sxk3qr	23.4131709	41
328	sxk3qt	22.96962451	37
329	sxk3qv	22.11702975	27
330	sxk3qw	22.74750977	41
331	sxk3qx	22.53979885	34
332	sxk3qy	21.88633739	37
333	sxk3r0	22.67994793	18
334	sxk3r1	22.37169997	21
335	sxk3r2	21.89349138	19
336	sxk3r3	21.57407728	24
337	sxk3r4	22.07608802	31
338	sxk3r5	21.79362627	23
339	sxk3r6	21.26745018	22
340	sxk3r8	21.11801834	63
341	sxk3r9	20.78675844	41
342	sxk3rc	20.01095972	24
343	sxk3rd	20.46840824	51
344	sxk3rg	19.3629644	25
345	sxk3rh	21.52483242	33
346	sxk3rj	21.27022464	36
347	sxk3rk	20.69480695	17
348	sxk3rm	20.42992916	24
349	sxk3rn	21.03031819	29
350	sxk3rq	20.18010796	27
351	sxk3rr	19.94590911	27
352	sxk3rs	19.87289357	35
353	sxk3rt	19.5969807	42
354	sxk3ru	19.06014175	25
355	sxk3rv	18.77235729	25
356	sxk3rw	19.33647299	58
357	sxk3rx	19.09200105	45
358	sxk3rz	18.24471246	24
359	sxk3s1	31.13237181	93
360	sxk3s4	31.01646885	95
361	sxk3s6	30.10984735	40
362	sxk3s8	29.46217691	23
363	sxk3sb	28.56556503	25
364	sxk3sc	28.42628986	31
365	sxk3se	29.09359922	30
366	sxk3sg	28.18549609	29
367	sxk3sk	29.90734076	35
368	sxk3sn	30.67060771	59
369	sxk3sp	30.61407896	49
370	sxk3sv	27.99609865	21
371	sxk3t4	27.39605616	35
372	sxk3t5	27.2783083	32
373	sxk3t6	26.49382919	32
374	sxk3t9	25.73283986	42
375	sxk3tc	24.8385412	27
376	sxk3th	27.17381264	41
377	sxk3w0	24.1110906	56
378	sxk3w1	23.94633035	54
379	sxk3w2	23.22744781	63
380	sxk3w3	23.0564497	51
381	sxk3w4	23.79614599	46
382	sxk3w5	23.6608151	39
383	sxk3w6	22.9005064	55
384	sxk3w7	22.75992739	58
385	sxk3w8	22.34689338	33
386	sxk3wb	21.46980731	36
387	sxk3wc	21.28484738	40
388	sxk3wd	22.00702635	55
389	sxk3we	21.86077909	61
390	sxk3wg	20.96359402	55
391	sxk3ws	21.73075922	74
392	sxk3wt	21.61725956	76
393	sxk3ww	21.52054149	47
394	sxk3wz	20.52561173	77
395	sxk3x0	20.59663272	44
396	sxk3x2	19.72788901	22
397	sxk3x4	20.22768894	26
398	sxk3x5	20.06863553	45
399	sxk3x8	18.86418835	37
400	sxk3x9	18.65364526	54
401	sxk3xb	18.00625648	30
402	sxk3xc	17.78563448	36
403	sxk3xe	18.28670514	45
404	sxk3xg	17.40055118	47
405	sxk3xh	19.9270832	41
406	sxk3xj	19.80340725	34
407	sxk3xk	19.02810223	38
408	sxk3xn	19.6979444	34
409	sxk3xp	19.61098848	42
410	sxk3xq	18.78815842	59
411	sxk3xs	18.13140393	55
412	sxk3xt	17.99554983	69
413	sxk3xx	17.78390195	78
414	sxk3yc	20.41327149	40
415	sxk3yf	20.38440046	30
416	sxk3yg	20.37384824	30
417	sxk3z0	19.54278655	41
418	sxk3z1	19.49353545	37
419	sxk3z2	18.62558036	39
420	sxk3z3	18.57397613	59
421	sxk3z4	19.46337903	38
422	sxk3z5	19.4524061	47
423	sxk3z6	18.54240319	46
424	sxk3z7	18.53096393	51
425	sxk3z8	17.70882599	81
426	sxk3z9	17.65462118	88
427	sxk3ze	17.60952172	85
428	sxk3zh	19.46064912	25
429	sxk3zr	18.68630697	83
430	sxk3zs	17.61878913	86
431	sxk3zt	17.64924891	87
432	sxk3zx	17.77323395	84
433	sxk3zz	16.86105466	58
434	sxk406	73.91863672	99
435	sxk407	73.9533342	103
436	sxk408	72.94393066	95
437	sxk409	72.96892229	98
438	sxk40d	72.99902718	92
439	sxk40j	74.95578696	90
440	sxk40k	73.99306841	97
441	sxk40m	74.03783126	95
442	sxk40n	75.00488366	90
443	sxk448	65.58113014	88
444	sxk454	63.80537967	87
445	sxk456	62.88630299	87
446	sxk4h1	60.09170916	93
447	sxk4hd	58.29190478	86
448	sxk4hg	57.41952539	91
449	sxk4jh	56.5554593	90
450	sxk4jm	55.70008961	88
451	sxk4jt	54.78466595	86
452	sxk4nz	50.36962928	73
453	sxk4pb	46.2644952	42
454	sxk4pc	46.30676421	47
455	sxk4pf	46.3570607	87
456	sxk4pg	46.41535859	91
457	sxk4pq	48.46153657	51
458	sxk4pr	48.54797121	74
459	sxk4ps	47.39640696	86
460	sxk4pt	47.46910758	73
461	sxk4pv	46.55583417	50
462	sxk4px	47.63772713	94
463	sxk4r8	47.73356405	95
464	sxk4r9	47.83702538	103
465	sxk4rd	47.94806176	96
466	sxk4re	48.06662071	101
467	sxk4rs	48.1926467	98
468	sxk4rt	48.32608132	98
469	sxk4rw	48.46686336	95
470	sxk4rx	48.61492902	62
471	sxk4rz	47.72434204	85
472	sxk4x8	48.77021193	30
473	sxk4xb	47.8825884	90
474	sxk60m	44.7302439	92
475	sxk60n	45.72669544	87
476	sxk60q	44.81585021	95
477	sxk60t	43.81796693	95
478	sxk60v	42.9060648	99
479	sxk61n	42.08596946	93
480	sxk61q	41.17699201	98
481	sxk61w	40.26856148	99
482	sxk61x	40.37329503	91
483	sxk61z	39.46793521	88
484	sxk63b	39.58431066	97
485	sxk652	33.40565506	58
486	sxk655	34.52976494	28
487	sxk656	33.53629247	66
488	sxk657	33.61810731	52
489	sxk661	38.81093073	94
490	sxk664	38.94855005	94
491	sxk665	39.09524948	95
492	sxk66h	39.25092722	86
493	sxk66k	38.3636794	92
494	sxk66m	38.53209317	92
495	sxk66q	38.70943407	94
496	sxk66w	37.83204782	91
497	sxk66x	38.02256349	88
498	sxk66z	37.15184757	73
499	sxk675	35.54063569	63
500	sxk676	34.49020824	55
501	sxk67f	32.71819348	83
502	sxk67h	35.7121239	77
503	sxk680	46.99623462	92
504	sxk68c	44.52451741	91
505	sxk68d	45.585992	92
506	sxk691	43.64771855	91
507	sxk699	41.89975638	102
508	sxk6db	37.35591705	71
509	sxk6dc	37.56883117	62
510	sxk6dt	39.34625232	88
511	sxk6e0	36.49259631	85
512	sxk6e4	36.93742193	92
513	sxk6es	35.74415107	100
514	sxk6eu	34.9141006	97
515	sxk6g7	38.55348922	89
516	sxk6gd	37.45152366	81
517	sxk6gf	36.66055472	87
518	sxk6k4	31.83515346	74
519	sxk6k6	30.95431756	59
520	sxk6k7	31.1394544	49
521	sxk6k9	29.89658783	43
522	sxk6kc	29.01527754	62
523	sxk6kd	30.07587946	56
524	sxk6m1	28.13650317	48
525	sxk6m9	26.38757502	61
526	sxk6mb	25.32081781	75
527	sxk6me	26.80653164	28
528	sxk6mf	25.72823055	33
529	sxk6mr	28.61718478	65
530	sxk6ms	27.03432668	41
531	sxk6mt	27.2739304	46
532	sxk6mu	26.18646595	37
533	sxk6mw	27.52503441	56
534	sxk6np	24.25737261	60
535	sxk6nq	23.19770417	77
536	sxk6nr	23.38097916	48
537	sxk6nt	22.14236437	49
538	sxk6nu	21.09201313	69
539	sxk6nv	21.2584274	54
540	sxk6nw	22.31762944	75
541	sxk6p2	18.7747938	81
542	sxk6p4	19.90841108	41
543	sxk6p5	20.04744522	38
544	sxk6p8	17.86632156	62
545	sxk6p9	17.97973383	77
546	sxk6pb	16.95922787	48
547	sxk6pd	18.11308898	76
548	sxk6pe	18.26595023	84
549	sxk6ph	20.20403596	49
550	sxk6pt	18.62820906	89
551	sxk6px	19.06217547	87
552	sxk6q0	24.44792659	55
553	sxk6q1	24.65217806	23
554	sxk6q5	25.10041354	35
555	sxk6q7	24.25478963	37
556	sxk6qe	23.41483959	33
557	sxk6qs	23.6755925	41
558	sxk6qt	23.94912166	30
559	sxk6qy	23.43075614	52
560	sxk6qz	23.73869961	75
561	sxk6r8	19.30456905	87
562	sxk6rc	18.73893797	88
563	sxk6ru	19.64141868	69
564	sxk6ry	20.31294965	78
565	sxk6sg	31.35451355	77
566	sxk6sh	34.08869389	95
567	sxk6sk	33.26827659	95
568	sxk6ss	32.45322712	88
569	sxk6su	31.64396026	83
570	sxk6sy	32.24985209	86
571	sxk6sz	32.56579489	66
572	sxk6t0	29.71016749	74
573	sxk6t1	29.97815256	80
574	sxk6t2	28.88243645	71
575	sxk6t4	30.25612316	53
576	sxk6th	30.84093126	85
577	sxk6tk	30.04464028	74
578	sxk6ts	29.25563755	89
579	sxk6tu	28.47452894	84
580	sxk6u1	35.55786467	85
581	sxk6u2	34.45517945	78
582	sxk6w5	27.37052193	85
583	sxk6w7	26.59769806	83
584	sxk6wb	24.05824528	57
585	sxk6we	25.83455648	84
586	sxk6ws	26.18559758	86
587	sxk6wu	25.44347069	89
588	sxk6x0	23.28446047	72
589	sxk6x1	23.62605049	63
590	sxk6x5	24.34095171	87
591	sxk6x6	23.23854833	76
592	sxk6x7	23.61255569	86
593	sxk6xc	21.41191677	80
594	sxk6xd	22.51206102	84
595	sxk6xe	22.8979986	58
596	sxk6xg	22.19861689	65
597	sxk6xh	24.71334529	87
598	sxk8vx	17.72219645	51
599	sxk8wz	23.84578401	52
600	sxk8xg	27.63014417	54
601	sxk8xj	25.33204007	52
602	sxk8xm	25.71213389	63
603	sxk8xn	24.77176833	63
604	sxk8xp	24.21397409	49
605	sxk8xq	25.16029546	64
606	sxk8xr	24.61127565	33
607	sxk8xs	26.6653672	47
608	sxk8xw	25.57623492	32
609	sxk8xx	25.03630281	24
610	sxk8xy	26.01827204	25
611	sxk8xz	25.48766856	23
612	sxk8yb	23.28189651	51
613	sxk8ye	21.23258556	62
614	sxk8yf	22.16169292	26
615	sxk8yg	21.6057694	29
616	sxk8yk	20.32136077	69
617	sxk8ym	19.75156773	41
618	sxk8yn	18.85366823	46
619	sxk8yr	18.61991474	44
620	sxk8ys	20.66979539	38
621	sxk8yt	20.10984775	26
622	sxk8yv	20.50341183	31
623	sxk8yw	19.55298684	44
624	sxk8yx	18.99948407	58
625	sxk8z2	24.06526736	30
626	sxk8z3	23.52248031	36
627	sxk8z4	22.55729024	30
628	sxk8z5	22.01132683	33
629	sxk8z6	22.98314271	33
630	sxk8z7	22.44750322	24
631	sxk8z8	24.49973279	24
632	sxk8z9	23.96675068	37
633	sxk8zb	24.96076521	56
634	sxk8zc	24.43780133	40
635	sxk8zd	23.43760123	26
636	sxk8ze	22.91255	19
637	sxk8zh	21.46889511	30
638	sxk8zk	21.91583298	21
639	sxk8zm	21.388428	27
640	sxk8zn	20.39575208	30
641	sxk8zp	19.86567391	50
642	sxk8zs	22.39188526	16
643	sxk8zt	21.87592025	34
644	sxk8zx	20.8594812	31
645	sxk8zy	21.8918829	41
646	sxk8zz	21.39877484	35
647	sxk900	22.85376563	26
648	sxk901	22.41508678	55
649	sxk903	21.775394	32
650	sxk904	21.98466305	63
651	sxk905	21.56298878	70
652	sxk906	21.3321221	61
653	sxk907	20.89734109	66
654	sxk90e	20.25183356	54
655	sxk90g	19.62845333	54
656	sxk90h	21.15058729	75
657	sxk90j	20.74801153	62
658	sxk90k	20.47159197	63
659	sxk90m	20.05544997	31
660	sxk90p	19.97469916	13
661	sxk90q	19.64952546	42
662	sxk90r	19.25446468	15
663	sxk90t	19.38203806	40
664	sxk90u	19.17466243	29
665	sxk90v	18.72984146	33
666	sxk90w	18.96176129	43
667	sxk90x	18.55212022	23
668	sxk90y	18.29464471	39
669	sxk90z	17.86977536	43
670	sxk915	19.0293751	57
671	sxk917	18.45696545	61
672	sxk91h	18.5609953	22
673	sxk91j	18.10115352	22
674	sxk91k	17.97372504	49
675	sxk91m	17.49850829	37
676	sxk91n	17.65051708	19
677	sxk91q	17.03198684	36
678	sxk91r	16.57489492	39
679	sxk91s	17.41552225	66
680	sxk91t	16.92468796	21
681	sxk91u	16.8892693	71
682	sxk91v	16.38272169	59
683	sxk91w	16.4419431	23
684	sxk91x	15.96802135	24
685	sxk91y	15.88356085	29
686	sxk91z	15.39250542	22
687	sxk920	19.60521848	11
688	sxk921	19.24807414	12
689	sxk922	18.87094993	22
690	sxk923	18.49969931	23
691	sxk924	18.90396537	26
692	sxk925	18.5736167	19
693	sxk926	18.14146576	27
694	sxk927	17.79703535	27
695	sxk929	17.76766892	16
696	sxk92b	17.45598751	35
697	sxk92c	17.05408781	24
698	sxk92d	17.39442954	14
699	sxk92e	17.03496643	14
700	sxk92f	16.66493637	16
701	sxk92h	18.25777504	17
702	sxk92j	17.95720589	21
703	sxk92m	17.15287696	20
704	sxk92n	17.67268851	23
705	sxk92s	16.69016974	17
706	sxk92t	16.36096674	17
707	sxk92u	15.92858555	26
708	sxk92v	15.58336862	21
709	sxk92w	16.04831709	21
710	sxk92x	15.75320641	17
711	sxk92y	15.25485825	20
712	sxk92z	14.94415621	15
713	sxk930	16.77981197	33
714	sxk932	16.12803429	45
715	sxk933	15.69227902	27
716	sxk934	15.95539269	29
717	sxk935	15.56285522	24
718	sxk936	15.26857998	30
719	sxk938	15.50373185	39
720	sxk939	15.0499661	51
721	sxk93b	14.91035627	24
722	sxk93c	14.43800567	31
723	sxk93e	14.17802469	40
724	sxk93f	13.97644712	54
725	sxk93g	13.52678541	50
726	sxk93h	15.18480003	23
727	sxk93j	14.8223353	23
728	sxk93k	14.46155972	37
729	sxk93m	14.08055293	24
730	sxk93n	14.47663213	18
731	sxk93p	14.14891919	14
732	sxk93q	13.7162318	47
733	sxk93r	13.36996041	51
734	sxk93s	13.76210415	54
735	sxk93t	13.36122822	38
736	sxk93u	13.09024658	21
737	sxk93v	12.66818734	24
738	sxk93w	12.97679126	29
739	sxk93x	12.61029682	55
740	sxk93y	12.26210292	41
741	sxk93z	11.87363249	55
742	sxk94n	15.36029339	46
743	sxk94p	14.85199294	33
744	sxk94q	14.87584674	74
745	sxk94r	14.35043968	58
746	sxk960	14.35174409	36
747	sxk961	13.86041867	45
748	sxk962	13.83210775	36
749	sxk964	13.3789998	39
750	sxk965	12.90859592	53
751	sxk966	12.82009069	27
752	sxk967	12.32842894	34
753	sxk968	13.35599727	62
754	sxk969	12.82667579	28
755	sxk96b	12.92822238	56
756	sxk96c	12.38066316	32
757	sxk96d	12.3049723	32
758	sxk96e	11.79189798	30
759	sxk96f	11.83936189	32
760	sxk96g	11.3052175	44
761	sxk96h	12.45045559	59
762	sxk96j	12.00598281	58
763	sxk96k	11.84792715	51
764	sxk96m	11.37999906	43
765	sxk96n	11.57675192	61
766	sxk96p	11.16452102	28
767	sxk96q	10.92626022	49
768	sxk96r	10.48855229	32
769	sxk96s	11.28862949	22
770	sxk96u	10.77929397	33
771	sxk96v	10.26285523	40
772	sxk96w	10.31722349	34
773	sxk96x	9.852550307	49
774	sxk96y	9.757407425	27
775	sxk96z	9.26474959	20
776	sxk970	12.55372523	56
777	sxk971	11.98910754	21
778	sxk972	12.23739814	35
779	sxk975	10.87508226	39
780	sxk976	11.08099136	28
781	sxk978	11.98384838	49
782	sxk979	11.39106978	65
783	sxk97h	10.32731554	42
784	sxk97j	9.787096682	31
785	sxk97k	9.940521064	25
786	sxk97m	9.378082353	30
787	sxk97n	9.255747399	36
788	sxk97p	8.734886467	50
789	sxk97q	8.822169883	35
790	sxk97r	8.274099199	32
791	sxk97s	9.626770855	37
792	sxk97t	9.044871426	30
793	sxk97w	8.467140273	27
794	sxk97z	7.608227654	33
795	sxk980	17.15495894	21
796	sxk982	16.31133452	20
797	sxk983	16.06760757	20
798	sxk985	16.51829366	50
799	sxk986	15.84374243	32
800	sxk987	15.64059198	49
801	sxk988	15.47663805	20
802	sxk989	15.21962289	33
803	sxk98b	14.65239543	18
804	sxk98c	14.38072882	37
805	sxk98f	14.13031539	24
806	sxk98h	16.34635715	58
807	sxk98k	15.45897289	75
808	sxk98m	15.29965195	69
809	sxk98q	15.16333206	69
810	sxk98r	15.0506382	71
811	sxk98s	14.57584987	53
812	sxk98t	14.40684294	65
813	sxk98u	13.69781235	59
814	sxk98v	13.51790893	77
815	sxk98y	13.36358644	57
816	sxk991	13.55261358	22
817	sxk992	13.04317639	48
818	sxk993	12.73737971	47
819	sxk994	13.28667448	45
820	sxk997	12.19495687	44
821	sxk998	12.26335366	21
822	sxk999	11.93766656	21
823	sxk99b	11.50456048	26
824	sxk99c	11.15681218	21
825	sxk99d	11.63502065	27
826	sxk99e	11.35725807	20
827	sxk99f	10.83244141	21
828	sxk99g	10.53360806	16
829	sxk99h	12.8259048	51
830	sxk99j	12.63366793	46
831	sxk99k	11.96146782	23
832	sxk99n	12.46848343	54
833	sxk99r	11.42990053	39
834	sxk99u	10.26254321	23
835	sxk99v	10.02150042	33
836	sxk99w	10.69181101	27
837	sxk99x	10.53183549	29
838	sxk99z	9.63821424	26
839	sxk9b2	14.96210425	68
840	sxk9b3	14.89816092	67
841	sxk9b6	14.85912568	69
842	sxk9b7	14.84519502	42
843	sxk9b8	14.04809553	64
844	sxk9b9	13.98005152	72
845	sxk9bb	13.13514185	45
846	sxk9bc	13.06242241	22
